100円ショップ[名]：100日元店
Tシャツ[名]：T恤衫
〜かん, 〜感[接尾]：…感
シャンハイペックホテル, 上海PECホテル[名]：上海PEC宾馆
シャンパン[名]：香槟
シャープ[形]：敏锐的；清晰的
シャープペンシル[名]：自动铅笔
ショック[名]：冲击；打击；休克
ショック[名]：打击；震惊
ショック[名·动]：打击；震惊
ショッピング[名·动]：购物
ショッピングセンター[名]：购物中心
ショッピングモール[名]：大型购物中心
ショップ[名]：商店
ショップ[名]：店
ショー[名]：秀；表演
ショーウインドー[名]：橱窗
シリーズ[名]：系列
シルク[名]：丝绸
シルバー[名]：银色；老年人
シルバーシート[名]：老弱病残专座
シングル[名]：单人；单个
シングルルーム[名]：单人间
シンプル[形]：简单的
シンボル[名]：象征
シンポジウム[名]：研讨会
シーエム, CM[名]：商业广告
シーズン[名]：季节
シーズン[名]：季节；旺季
シーツ[名]：床单
シート[名]：座位；垫子
シートベルト[名]：安全带
シール[名]：贴纸；密封
シーン[名]：场景；场面
ジェットき, ジェット機[名]：喷气式飞机
ジェンダー[名]：社会性别
ジェーアール, JR[名]：JR（日本铁路公司）
ジェーシーきかく, JC企画[名]：JC企划公司
ジャガイモ[名]：土豆
ジャケット[名]：夹克
ジャスミン[名]：茉莉花
ジャズ[名]：爵士乐
ジャパンレールウェイズ, JR[名]：日本铁路公司
ジャム[名]：果酱
ジャンパー[名]：夹克衫
ジャンプ[名]：跳
ジャンボ[名]：巨型
ジャンボ[名·形]：巨大的
ジャンル[名]：类型
ジャンル[名]：类型；领域
ジャーナリスト[名]：记者
ジャーナリスト[名]：记者；编辑
ジュース[名]：果汁
ジュース[名]：汁液；果汁
ジョギング[名]：慢跑；跑步
ジョギング[名·动]：慢跑
ジョーク[名]：玩笑
ジレンマ[名]：困境；进退两难
ジーパン[名]：牛仔裤
ジーンズ[名]：牛仔裤
スイッチ[名]：开关
スイング[名·动]：摇摆；挥动
スカート[名]：裙子
スカート[名]：裙子；防护板
スカーフ[名]：丝巾
スカーフ[名]：围巾
スキャンダル[名]：丑闻
スキー[名]：滑雪
スキー[名]：滑雪；滑雪板
スキー[名·动]：滑雪
スキーじょう, スキー場[名]：滑雪场
スクリーン[名]：屏幕
スクリーン[名]：屏幕；银幕
スクール[名]：学校
スケジュール[名]：日程
スケジュール[名]：日程表；时间表
スケジュール[名]：日程；计划
スケジュールひょう, スケジュール表[名]：日程表
スケート[名]：滑冰
スケート[名]：滑冰；冰鞋；冰刀
スケート[名·动]：滑冰
スケール[名]：规模；尺度
スタイリッシュ[形]：时尚的；有格调的
スタイル[名]：姿势；样势；文采
スタイル[名]：风格；身材
スタジアム[名]：体育场
スタジオ[名]：工作室；演播室
スタジオ[名]：演播室；工作室
スタッフ[名]：员工；工作人员
スタミナ[名]：精力；耐力
スタンド[名]：台灯；看台
スター[名]：明星
スター[名]：明星；星星
スターりょこう, スター旅行[名]：星星旅行社
スタート[名]：出发；起步；开始
スタート[名]：开始
スタート[名·动]：开始
スチュワーデス[名]：空姐
スチーム[名]：蒸汽
ステレオ[名]：立体声
ステレオ[名]：立体声设备
ステレオ[名]：音响
ステレオタイプ[名]：刻板印象；老一套
ステンレス[名]：不锈钢
ステーキ[名]：牛排
ステーション[名]：车站
ステージ[名]：舞台
ステージ[名]：舞台；阶段
スト[名]：罢工
ストッキング[名]：长筒袜
ストック[名·动]：库存；储备
ストップ[名]：停止
ストップ[名]：停止；终止
ストップ[名·动]：停止
ストライキ[名]：罢工
ストライキ[名·动]：罢工
ストラップ[名]：挂件；挂绳
ストレス[名]：压力
ストロボ[名]：闪光灯
ストロー[名]：吸管
ストーカー[名]：跟踪狂
ストーブ[名]：暖炉
ストーブ[名]：火炉；炉子
スナック[名]：小吃；小吃店
スニーカー[名]：运动鞋
スパイス[名]：香料；调味品
スパゲッティ[名]：意大利面
スピーカー[名]：扬声器
スピーカー[名]：音箱
スピーチ[名]：演讲
スピーチ[名]：讲话；演说；致词
スピード[名]：速度
スピード[名]：速度；快速；迅速
スプリング[名]：弹簧
スプリング[名]：春天；弹簧
スプーン[名]：勺子
スプーン[名]：匙；勺
スペイン[名]：西班牙
スペインたいしかん, スペイン大使館[名]：西班牙大使馆
スペシャル[名·形]：特别的；特殊的
スペース[名]：空间
スペースシャトル[名]：航天飞机
スポンサー[名]：赞助商
スポンジ[名]：海绵
スポーツ[名]：体育运动
スポーツ[名]：体育；运动
スポーツ[名]：运动
スポーツようひん, スポーツ用品[名]：体育用品
スポーツウェア[名]：运动服
スポーツカー[名]：跑车
スポーツクラブ[名]：体育俱乐部
スポーツジム[名]：健身房
スマトラとう, スマトラ島[名]：苏门答腊岛
スマート[形]：苗条；时髦
スマート[形]：苗条；潇洒
スムーズ[形]：顺利；流畅
スモッグ[名]：烟雾
スモモ[名]：李子
スライド[名]：幻灯片
スライド[名·动]：幻灯片；滑动
スラックス[名]：西裤
スリッパ[名]：拖鞋
スリル[名]：惊险；刺激
スローガン[名]：口号
スーツ[名]：西服套装
スーツ[名]：西装
スーツケース[名]：行李箱
スーパー[名]：超市
スーパー[名]：超级市场；超市
スーパーせんとう, スーパー銭湯[名]：超级公共浴池
スーパーコンピュータ[名]：超级计算机
スーパーマーケット[名]：超市
スープ[名]：汤
ズボン[名]：裤子
ズボン[名]：裤子；男式西裤
セキュリティ[名]：安全；安保
セクション[名]：部门
セクション[名]：部门；版块
セクハラ[名]：性骚扰
セグメンテーション[名]：市场细分
セックス[名]：性
セット[名]：套餐；一套
セット[名·动]：一套；设置
セミナー[名]：研讨会
セメント[名]：水泥
セルフサービス[名]：自助服务
セレモニー[名]：仪式
セレモニー[名]：仪式；典礼
セロテープ[名]：透明胶带
センサー[名]：传感器
センス[名]：品味
センス[名]：品味；感觉
センター[名]：中心
センター[名]：中心；中央
センチ[名]：厘米
センチ[量]：厘米；公分
センテンス[名]：句子
セーター[名]：毛衣
セーフ[名]：安全
セーブ[名·动]：保存；节约
セール[名]：促销；大减价
セール[名]：打折
セールス[名]：销售；推销
ゼミ[名]：研讨课
ゼミ[名]：（大学）研讨小组
ゼリー[名]：果冻
ゼロ[名]：零
ソックス[名]：短袜
ソックス[名]：袜子
ソファー[名]：沙发
ソフト[名]：软件；软
ソフト[名·形]：软件；柔软的
ソフトウェア[名]：软件
ソロ[名]：独奏；单独
ソース[名]：酱汁
ソース[名]：酱汁；沙司
タイトル[名]：标题
タイトル[名]：标题；题目
タイピスト[名]：打字员
タイプ[名]：类型
タイプ[名]：类型；打字
タイプライター[名]：打字机
タイマー[名]：计时器
タイミング[名]：时机
タイム[名]：时间
タイムサービス[名]：限时特卖
タイムリー[形]：及时
タイムリー[形]：及时的
タイムレコーダー[名]：打卡机
タイヤ[名]：轮胎
タイル[名]：瓷砖
タオル[名]：毛巾
タクシー[名]：出租车
タコ[名]：章鱼
タッチする[动]：触摸；触碰
タブー[名]：禁忌
タレント[名]：艺人
タレント[名]：艺人；明星
タワー[名]：塔
ターゲット[名]：目标
ターミナル[名]：终点站；航站楼
ターミナル[名]：航站楼
ターミナルケア[名]：临终关怀
ダイエット[名·动]：减肥；节食
ダイナミック[形]：充满活力的；动态的
ダイビング[名·动]：潜水
ダイヤ[名]：钻石；时刻表
ダイヤグラム[名]：图表
ダイヤモンド[名]：钻石
ダイヤル[名]：拨号
ダイヤル[名·动]：拨号盘；拨号
ダイレクトメール[名]：广告邮件
ダウン[名]：羽绒；倒下
ダウン[名·动]：下降；倒下
ダウンロード[名·动]：下载
ダビング[名·动]：复制；转录
ダブる[动]：重复；留级
ダブル[名]：双人；双倍
ダブル[名]：双倍；双人
ダム[名]：拦水坝；堤坝；水库
ダム[名]：水坝
ダンサー[名]：舞者
ダンス[名]：舞蹈
ダンス[名]：跳舞
ダンス[名]：跳舞；舞蹈
ダンプ[名]：翻斗车
ダース[名]：一打
チェコきょうわこく, チェコ共和国[名]：捷克共和国
チェコご, チェコ語[名]：捷克语
チェス[名]：国际象棋
チェック[名·动]：检查；格子花纹
チェックする[动]：确认；检查
チェックイン[名·动]：办理入住
チェンシーフートン, 銭市胡同[名]：钱市胡同
チェンジ[名]：更换
チェンジ[名·动]：交换；改变
チェーン[名]：链条；连锁店
チケット[名]：票；券
チップ[名]：小费
チップ[名]：小费；芯片
チャイム[名]：门铃
チャレンジ[名]：挑战
チャレンジ[名·动]：挑战
チャンス[名]：机会
チャンス[名]：机会；时机
チャンネル[名]：频道
チャンピオン[名]：冠军
チャーハン[名]：炒饭
チャーミング[形]：迷人的
チューブ[名]：软管
チョコレート[名]：巧克力
チョーク[名]：粉笔
チンタオビール, 青島ビール[名]：青岛啤酒
チーズ[名]：奶酪
チーズ[名]：奶酪；干酪
チーム[名]：队
チーム[名]：队；组
チームワーク[名]：团队合作
ツアー[名]：旅行
ツインルーム[名]：双人间
ツバメ[名]：燕子
ツリー[名]：树
ツール[名]：工具
ティッシュ[名]：纸巾
ティッシュ[名]：面巾纸；纸巾
ティッシュペーパー[名]：卫生纸；手纸；化妆纸
ティッシュペーパー[名]：纸巾
ティーシャツ, Tシャツ[名]：T恤衫；圆领衫
ティーバッグ[名]：茶包
テキスト[名]：教材
テキスト[名]：教材；文本
テキスト[名]：教科书；教材；原文
テクニック[名]：技巧
テクノロジー[名]：技术
テスト[名]：测验；考试；试验
テスト[名]：考试
テスト[名]：考试；测试
テニス[名]：网球
テニスコート[名]：网球场
テレックス[名]：电传
テレビ[名]：电视
テレビ[名]：电视；电视机
テレビきょく, テレビ局[名]：电视台
テレビこうざ, テレビ講座[名]：电视讲座
テレビばんぐみ, テレビ番組[名]：电视节目
テロ[名]：恐怖主义
テンション[名]：情绪；紧张度
テント[名]：帐篷
テンポ[名]：节奏
テーブル[名]：桌子
テーブル[名]：桌子；会议桌；餐桌；表格
テーブルクロス[名]：桌布
テープ[名]：磁带；胶带
テープ[名]：胶带
テープレコーダー[名]：录音机
テーマ[名]：主题
テーマパーク[名]：主题公园
ディスコ[名]：迪斯科
ディスプレー[名·动]：展示；陈列
