umbrella	 n.: 雨伞
rational，adj.	合理的；理性的
rational，n.	有理数
rational sense，n.	理性
rationale，n.	基本原理；理由
rationality，n.	合理性；理性
rationally，adv.	理性地
rats，int.	讨厌；该死
rats，n.	老鼠（复数）
rats，v.	告密（第三人称单数）
rattle，n.	嘎嘎声；拨浪鼓
rattle，v.	发出嘎嘎声；使紧张
rattle，v.	使嘎嘎作响；使紧张
rattlesnake，n.	响尾蛇
raw，adj.	生的；未加工的；无经验的
raw，n.	擦伤处
raw，v.	擦伤
raw material，n.	原材料；原料
raw materials na，n.	原材料
ray，n.	光线；射线
ray，v.	放射光线
ray，v.	放射；显出
razor，n.	剃须刀
razor，v.	用剃刀剃
reach，n.	范围；能及之距离
reach，v.	到达；达到；联系
reach，v.	到达；伸出手
reach，v.	到达；联系上
react，v.	作出反应；起化学反应
reaction，n.	反应；回应
reaction，n.	反应；反作用
reactivate，v.	重新激活
reactive，adj.	反应性的；回应的
read，adj.	博学的
read，v.	阅读；读懂；朗读
read，v.	读；看起来
read，v.	阅读；理解
read aloud，idiom/phrase: 朗读	
read difficulty，n.	阅读难度
read novels online，idiom/phrase: 在线读小说	
readable，adj.	清晰易读的；可读的
reader，n.	读者；读物；阅读器
reader，n.	读者；阅读器
readily，adv.	乐意地；容易地
reading，adj.	阅读的
reading，n.	阅读；读物；读数
reading，v.	阅读（进行时）
reading lamp，n.	台灯；阅读灯
reading list，n.	阅读书单
reading room，n.	阅览室
reading strategy，n.	阅读策略
ready，adj.	准备好的；现成的；乐意的
ready，adj.	准备好的；现成的
ready，adv.	迅速地
ready，n.	现款
reaffirm，v.	重申；再次确认
reagent，n.	试剂
real，adj.	真实的；真正的；实际的
real，adv.	真正地；非常
real，n.	现实；实数
real estate，n.	房地产；不动产
realism，n.	现实主义；写实
realist，n.	现实主义者
realistic，adj.	现实的；实际的；逼真的
reality，n.	现实；事实
realization，n.	实现；认识到
really，adv.	真的；确实
realm，n.	领域；范围；王国
reap，v.	收获
reap，v.	收获；获得
reappear，v.	再次出现
rear，adj.	后面的；后部的
rear，adv.	在后面
rear，n.	后面；后方；臀部
rear，v.	抚养；饲养；高耸
rear sheep and poultry，idiom/phrase: 养羊和家禽	
rearrange，v.	重新安排；重新布置
reason，n.	原因；理由；理性
reason，v.	推理；说服
reasonable，adj.	合理的；通情达理的
reasoning，n.	推理；论证
reassure，v.	使安心；使放心
rebel，n.	反叛者
rebel，v.	反叛；反抗
rebellious，adj.	叛逆的；反抗的
rebound，n.	反弹；回弹
rebuild，v.	重建
recalcitrant，adj.	顽抗的；不服从的
recall，v.	回忆起；召回
recall，v.	召回；回忆起；取消
recall，n.	回忆；召回
recapture，n.	夺回
recapture，v.	夺回；再现
recede，v.	后退；减弱
recede，v.	撤回
receipt，n.	收据；收到
receipt，v.	开收据
receive，v.	收到；接到；接待
received，adj.	公认的；被接受的
receiver，n.	接收器；听筒；接管人
recent，adj.	最近的；近期的
recent picture，n.	近照
recent success，n.	近期的成功
recently，adv.	最近；不久前
receptacle，n.	容器；插座
reception，n.	接待；招待会；接收效果
reception desk，n.	接待处；前台
reception room，n.	接待室；客厅
receptionist，n.	接待员
receptive，adj.	善于接受的
recession，n.	经济衰退；后退
recharge，n.	再充电
recharge，v.	再充电
recharge，v.	再充电；休整
rechargeable battery，n.	充电电池
recipe，n.	食谱；秘诀；方法
recipient，adj.	接受的
recipient，n.	接受者；领受人
reciprocal，adj.	相互的；互惠的
reciprocal，n.	倒数
reciprocate，v.	回报；回应
reciprocate，v.	回报；互换
reciprocity，n.	互惠；相互关系
recital，n.	独奏会；独唱会；吟诵
recite，v.	背诵；朗诵
recite，v.	背诵；列举
reckless，adj.	鲁莽的；不顾后果的
reckon，v.	认为；估计；计算
reckon，v.	认为；计算；指望
reclaim，n.	回收
reclaim，v.	抗议
reclaim，v.	回收利用；开垦
recluse，adj.	隐居的
recluse，n.	隐士
recognise，v.	认出；承认；认可
recognition，n.	认出；承认；赞赏
recognition，n.	识别；承认；赞赏
recognize，v.	认出；承认；意识到
recognize，v.	承认
recollect，v.	回忆起；记起
recommend，v.	推荐；建议
recommendation，n.	推荐；建议
recommended book，idiom/phrase: 推荐书籍	
reconcile，v.	和解；调和；使一致
reconstruct，v.	重建；重现
reconstruction，n.	重建；改造
record，n.	记录；唱片；履历
record holder，n.	纪录保持者
record the whole process，idiom/phrase: 记录全过程	
record-holder，n.	纪录保持者
recorders，n.	录音机；记录员
recording，adj.	录音的
recording，n.	录音；唱片
recording，v.	录音（进行时）
recount，n.	重新计票
recount，v.	叙述；讲述
recourse，n.	求助；依赖
recover，n.	恢复
recover，v.	恢复；康复；重新获得
recover from，v.	从…中恢复
recoverable，adj.	可恢复的；可收回的
recovery，n.	恢复；痊愈；复苏
recreate，v.	娱乐；消遣
recreate，v.	再创造；重现
recreation，n.	娱乐；消遣
recreation officer，n.	康乐主任
recreation room，n.	娱乐室
recreational，adj.	娱乐的；休闲的
recreational activity，n.	娱乐活动
recruit，n.	新成员；新兵
recruit，v.	招聘；招募
recruit，v.	招募；吸收
recruitment，n.	招聘；招募
rectangle，n.	长方形；矩形
rectangle，n.	矩形；长方形
rectangular，adj.	长方形的；矩形的
rectangular，adj.	矩形的；直角的
rectify，v.	纠正；改正
recuperation，n.	恢复；康复
recur，v.	重现；再发生
recurrent，adj.	反复出现的；周期性的
recursion，n.	递归
recursive，adj.	递归的
recycle，n.	回收利用
recycled，adj.	回收利用的
recycled，n.	回收品
recycled materials，n.	回收材料
recycling，n.	回收利用
recycling，v.	回收利用（进行时）
red，n.	红色；赤字
red blood cells，n.	红细胞
red flag，n.	红旗；危险信号
red meat，n.	红肉
red wine，n.	红酒
redeem，v.	赎回；弥补；兑换
redefine，v.	重新定义
redemption，n.	赎回；拯救；弥补
redevelopment，n.	重建；再开发
redirect，v.	改寄；改变方向
rediscover，v.	重新发现
redraw，v.	重画
reduce，v.	减少；降低；减轻
reduced price，n.	折扣价；减价
reduction，n.	减少；降低
redundancy，n.	裁员；多余
redundant，adj.	多余的；被裁员的
redundantly，adv.	多余地
reed，n.	芦苇；簧片
reed，v.	用芦苇覆盖
reef，n.	礁；暗礁
reef，v.	收帆
reel，n.	卷轴；一卷
reel，v.	摇晃；蹒跚；卷绕
reenter，v.	重返；再进入
refactoring，n.	重构
refectory，n.	（学院）食堂；餐厅
refer，v.	提及；参考；涉及
refer，v.	参考；谈及
refer，v.	提交；参考
refer to，v.	参考；指的是
referee，n.	裁判；仲裁人
referee，v.	担任裁判
referee，v.	为…当裁判
reference，n.	参考；推荐信；提及
reference，n.	参考；查阅；推荐人
reference，n.	引用；参考
reference，v.	引用
reference book，n.	参考书；工具书
reference books，n.	参考书
reference count，idiom/phrase: 引用计数	
reference letter from employer，n.	雇主推荐信
reference letter，n.	推荐信
reference number，n.	参考编号
reference reading room，n.	参考阅览室
reference to，idiom/phrase: 参考；提及	
references，n.	参考文献；推荐人
references，v.	引用（第三人称单数）
referendum，n.	公民投票
referent，n.	指代对象
refill，n.	替换装；续杯
refill，v.	再装满
refill，v.	再装满；续杯
refine，v.	提炼；改进；使…文雅
refined oil，n.	精炼油
refined sugar，adj.	精制糖
refinement，n.	改进；优雅；提炼
refiner，n.	精炼机；提炼者
refinery，n.	精炼厂
reflect，v.	反射；反映；反思
reflect，v.	反射；反省
reflect，v.	反映；反射
reflectance，n.	反射率
reflection，n.	反射；倒影；反思
reflective，adj.	反光的；反思的
reflex，adj.	反射的；本能的
reflex，n.	反射动作；本能反应
reflow，n.	重排
reform，adj.	改革的
reform，n.	改革；改良
reform，v.	改革；改造
reformat，v.	重新格式化
refraction，n.	折射
refractory，adj.	难驾驭的；难熔的
refractory，n.	难驾驭的人；耐火材料
refrain，n.	副歌；老调
refrain，v.	克制；避免
refresh，v.	使精神振作；刷新；更新
refreshed，adj.	精神焕发的
refresher，n.	提神物；进修课程
refresher course，idiom/phrase: 进修课程	
refreshing，adj.	提神的；耳目一新的
refreshment，n.	点心；饮料；恢复精力
refreshments，n.	茶点；点心和饮料
refuge，n.	避难所；庇护
refugee，n.	难民
refund，n.	退款
refund，v.	退款
refundable，adj.	可退款的
refusal，n.	拒绝
refuse，n.	垃圾；废物
refute，v.	驳斥；反驳
regain，v.	重新获得；恢复
regain，v.	上涨
regain，v.	恢复；重新获得
regard，n.	关心；尊重；问候
regard，v.	认为；看待；注视
regard，v.	注视；注意
regard，v.	认为；看待；尊敬
regarding，prep.	关于
regardless，adj.	不管的；不顾的
regardless，adv.	不管怎样；不顾一切地
regenerate，adj.	再生的
regenerate，v.	再生；革新
regenerate，v.	使再生；革新
regeneration，n.	再生；重建
regent，adj.	摄政的
regent，n.	摄政王
regime，n.	政权；管理体制
regime，n.	制度；政权
regimen，n.	（医）养生法；生活规则
regiment，n.	（军队的）团；大批
regiment，v.	严密编组；严格管制
region，n.	地区；区域；部位
region，n.	地区；区域
regional，adj.	地区的；区域性的
regional，adj.	地区的；局部的
register，n.	登记簿；注册
register，v.	登记；注册；显示
register，v.	登记；注册
register，v.	登记；注册；记录
registered，adj.	注册的；登记的
registrar，n.	登记员；注册主任
registration，n.	登记；注册
registration form，n.	登记表；注册表
regress，n.	回归；退步
regress，v.	退步；倒退
regress，v.	使倒退
regret，v.	后悔
regretful，adj.	后悔的；遗憾的
regular，adj.	定期的；有规律的；普通的
regular，adv.	定期地
regular，n.	常客；正式成员
regular customer，n.	常客；老顾客
regular exercises，n.	常规练习
regular expression，n.	正则表达式
regular package，n.	常规包
regularity，n.	规律性；规则
regularly，adv.	定期地；有规律地
regulate，v.	管理；调节；控制
regulation，adj.	规定的
regulation，n.	规定；规则；管理
regulations，n.	规章；制度
regulator，n.	监管机构；调节器
regulatory，adj.	监管的；管理的
regurgitate，v.	反刍；吐出
regurgitate，v.	使反流；照搬
rehabilitate，v.	使康复；使恢复
rehabilitation，n.	康复；恢复
rehearsal，n.	排练；彩排
reign，n.	统治；支配
reign，v.	统治；盛行
reimburse，v.	报销；偿还
rein，n.	缰绳；控制
rein，v.	控制；驾驭
reinforce，n.	加固物
reinforce，v.	加强；增援
reinforced，adj.	加固的；加强的
reinforcement，n.	增援；加强
reinstate，v.	使复职；恢复
reinsurance，n.	再保险
reinvest，v.	再投资
reinvigorate，v.	使恢复活力
reiterate，v.	重申
reject，n.	次品；被拒之人
reject，v.	拒绝；抵制；排斥
rejoice，v.	高兴；庆祝
rekindle，v.	重新点燃；再激起
relate，v.	联系；讲述
relate，v.	有关；认同
relate，v.	使联系；讲述
related，adj.	相关的；有联系的
related，adj.	相关的；有亲属关系的
related information，idiom/phrase: 相关信息	
relation，n.	关系；关联；亲戚
relation，n.	关系；亲属
relational operator，n.	关系运算符
relationship，n.	关系；联系
relationship，n.	关系；关联
relationships，n.	关系
relative，adj.	相对的；相关的
relative，adj.	相对的；有关系的
relative，n.	亲戚；相关物
relatively，adv.	相对地；比较地
relax，v.	放松；使松弛
relaxation，n.	放松；休息；消遣
relaxation therapy，n.	放松疗法
relaxed and peaceful，adj.	轻松宁静的
relaxed and refreshed，adj.	放松并恢复精神的
relay，n.	接力赛；继电器
